unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
15,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: z11-beige, and size: small, and price lower than 30.00 dollars","sweaters, color",search,SEARCH,"Initial search query for 'z11-beige' was too specific, limiting suitable results.","Broaden search query by removing specific color code prefix (e.g., 'z11-') if exact match yields no results.",VALID_SAME_TRIAL,webshop_319,1,1-19,webshop_319,1,21-22
16,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: z11-beige, and size: small, and price lower than 30.00 dollars","sweaters, color",click,SELECT,Product B09MDFR4Q2 did not offer the required 'z11-beige' color.,,CANDIDATE,webshop_319,3,3-4,,,
17,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: z11-beige, and size: small, and price lower than 30.00 dollars",product links,click,BROWSE,Unable to inspect multiple promising products; clicking them returns to search page.,"Discard products that return to the search page upon clicking, as they are uninspectable.",VALID_NEXT_TRIAL,webshop_319,3,7-16,webshop_319,4,9-10
18,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: z11-beige, and size: small, and price lower than 30.00 dollars",search results page,click,SEARCH,Clicking 'Next >' failed to navigate to the subsequent search results page.,,CANDIDATE,webshop_319,4,30-33,,,
19,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: z11-beige, and size: small, and price lower than 30.00 dollars","sweaters, material",click,SELECT,Product B08K3ZVBWN description does not confirm 'polyester cotton' material.,,CANDIDATE,webshop_319,6,47-49,,,
20,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: slate, and fit type: men, and size: 3x-large, and price lower than 50.00 dollars","t-shirt, color","click, browse",BROWSE,Product B07PJD85W3 did not offer the required 'slate' color option.,"If a product lacks a mandatory attribute like color, return to search results to find an alternative.",VALID_SAME_TRIAL,webshop_409,1,8-10,webshop_409,1,11-11
21,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: slate, and fit type: men, and size: 3x-large, and price lower than 50.00 dollars",product page,"click, browse",BROWSE,Repeated clicks on product IDs failed to navigate to product detail pages.,"If product page navigation consistently fails, consider the product inaccessible and move to the next one.",VALID_NEXT_TRIAL,webshop_409,1,13-29,webshop_409,2,33-33
22,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: slate, and fit type: men, and size: 3x-large, and price lower than 50.00 dollars",product attributes,"click, browse",BROWSE,"Product descriptions or features were too brief, missing critical attribute details.","When product details are incomplete, check both description and features sections for missing information.",VALID_NEXT_TRIAL,webshop_409,2,20-21,webshop_409,3,10-11
23,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: slate, and fit type: men, and size: 3x-large, and price lower than 50.00 dollars","t-shirt, fit type, color, size","click, select",SELECT,"Agent failed to select all required attributes (fit type, color, size) after finding a matching product.","After verifying all product attributes, explicitly select all required options (fit type, color, size) before purchasing.",VALID_NEXT_TRIAL,webshop_409,5,10-11,webshop_409,7,11-13
24,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: slate, and fit type: men, and size: 3x-large, and price lower than 50.00 dollars","t-shirt, material, fit, color","click, browse",BROWSE,"Clicked product B081KBF3Z4 did not match multiple required attributes (material, fit, color).","Thoroughly check all product attributes (material, fit, color) against the instruction before proceeding.",VALID_SAME_TRIAL,webshop_409,2,9-9,webshop_409,2,10-10
25,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SELECT,"Selected product B09R256CR7 contained cotton, violating material constraint.","Strictly verify material composition to ensure it contains only specified materials, rejecting products with additional unrequested materials.",VALID_NEXT_TRIAL,webshop_434,1,5-10,webshop_434,3,11-12
26,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SELECT,Assumed 'elastic waist' from 'stretch' without explicit verification.,Explicitly verify 'elastic waist' attribute from product title or description.,VALID_NEXT_TRIAL,webshop_434,1,10-11,webshop_434,2,11-13
27,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SELECT,Selected product B09NRHXTTG lacked the required 'pink' color option.,Always check for the availability of required color options on the product page.,VALID_SAME_TRIAL,webshop_434,3,36-37,webshop_434,3,36-37
28,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SEARCH,Initial search query returned many products with incorrect material composition.,Refine search query with '100%' to strictly filter for specific material compositions.,VALID_SAME_TRIAL,webshop_434,3,1-48,webshop_434,3,48-49
29,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SEARCH,Failed to apply refined search query from previous trial.,Consistently apply successful search refinements from previous trials to improve efficiency.,CANDIDATE,webshop_434,4,1-1,webshop_434,7,1-1
30,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SELECT,Product description was too vague to confirm material composition.,Reject products if material composition cannot be explicitly verified from the description.,VALID_SAME_TRIAL,webshop_434,4,36-39,webshop_434,4,38-39
31,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",BROWSE,Environment issue: clicking product link failed to navigate to product page.,"When environment issues prevent product page navigation, infer attributes from title and adapt strategy.",VALID_NEXT_TRIAL,webshop_434,4,41-42,webshop_434,6,35-36
32,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",BROWSE,Environment issue: clicking product description link failed to reveal content.,"When environment issues prevent attribute verification, acknowledge limitations and adapt strategy.",VALID_SAME_TRIAL,webshop_434,5,13-16,webshop_434,5,16-18
33,"Find me women's shorts with tummy control, high waist, elastic waist, polyester spandex with color: pink, and size: medium, and price lower than 20.00 dollars","women's shorts, tummy control, high waist, elastic waist, polyester spandex, pink, medium, price","search, click, verify",SELECT,Selected product B09R256CR7 despite knowing it contained cotton from previous trials.,"Consistently apply learned material verification rules, even when facing new environment challenges.",CANDIDATE,webshop_434,7,3-7,webshop_434,7,3-7
34,"Find me men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 1, and size: large, and price lower than 60.00 dollars","product details, sleeve length","click, read, verify",BROWSE,"Product title indicated 'long sleeve', but description revealed 'short-sleeved tops'.","Always verify sleeve length in the product description, as titles can be misleading.",VALID_NEXT_TRIAL,webshop_488,2,4-5,webshop_488,4,41-43
35,"Find me men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 1, and size: large, and price lower than 60.00 dollars",search results page,click,SEARCH,Failed to navigate to the next page of search results after viewing a product.,Ensure you are on the main search results page before attempting to navigate to the next page.,VALID_SAME_TRIAL,webshop_488,4,33-37,webshop_488,4,40-40
36,"Find me men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 1, and size: large, and price lower than 60.00 dollars",search results,click,SEARCH,"Did not explore enough search result pages, missing potential matches.",Actively navigate to subsequent search result pages when initial results do not yield suitable products.,VALID_NEXT_TRIAL,webshop_488,1,1-3,webshop_488,7,3-3
37,"Find me men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 1, and size: large, and price lower than 60.00 dollars",search query,search,SEARCH,"Initial search query was too specific, hindering discovery of relevant products.","Broaden search queries by removing highly specific attributes if initial searches yield no matches, then filter on product pages.",VALID_NEXT_TRIAL,webshop_488,1,1-1,webshop_488,7,9-9
38,"Find me men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 1, and size: large, and price lower than 60.00 dollars","product attributes, color","click, observe",SELECT,Selected product did not offer the required 'multi 1' color option.,Always check available color options on the product page to ensure they match the instruction.,VALID_SAME_TRIAL,webshop_488,4,15-15,webshop_488,4,41-41
39,"Find me men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 1, and size: large, and price lower than 60.00 dollars",product page navigation,"click, observe",BROWSE,Environment bug: Clicking different products leads to the same generic product detail page.,"Recognize when the environment is not providing unique product details, as this prevents accurate attribute verification.",CANDIDATE,webshop_488,7,12-22,webshop_488,7,23-23
40,"Find me loose fit, wide leg, wash cold, machine wash women's jumpsuits, rompers & overalls with long sleeve, soft material, elastic closure for daily wear with color: yellow, and size: 4x-large, and price lower than 60.00 dollars","jumpsuits, rompers & overalls, color, size, fit, material, care, closure, occasion, price",buy,PURCHASE,Agent failed to click 'Buy Now' after verifying all product attributes.,Always click 'Buy Now' after confirming all product attributes and selecting options.,VALID_NEXT_TRIAL,webshop_520,1,10-11,webshop_520,5,8-8
41,"Find me high speed, blu ray, gold plated signal boosters with color: 1 pack, and size: 8 feet (2-pack), and style: hdmi male to male, and price lower than 120.00 dollars","signal boosters, HDMI, gold plated, high speed, blu ray, 8 feet, 2-pack",search,SEARCH,Initial search query did not return products perfectly matching all specified attributes.,Refine search queries by breaking down complex requirements or trying alternative keywords when initial results are poor.,CANDIDATE,webshop_525,1,2-2,webshop_525,1,2-2
42,"Find me high speed, blu ray, gold plated signal boosters with color: 1 pack, and size: 8 feet (2-pack), and style: hdmi male to male, and price lower than 120.00 dollars","signal boosters, HDMI, 8 feet, 2-pack",click,BROWSE,Agent did not explore beyond the first page of search results.,Always navigate to subsequent search result pages to ensure all potential matches are considered.,CANDIDATE,webshop_525,1,2-5,webshop_525,1,2-5
43,"Find me high speed, blu ray, gold plated signal boosters with color: 1 pack, and size: 8 feet (2-pack), and style: hdmi male to male, and price lower than 120.00 dollars","signal boosters, 8 feet, product type",click,SELECT,Agent selected a product that did not fully match length and product type requirements.,"If no product perfectly matches, re-evaluate search strategy or consider if any single attribute is non-negotiable before compromising.",CANDIDATE,webshop_525,1,5-6,webshop_525,1,5-6
44,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: khaki, and size: small, and price lower than 30.00 dollars","sweaters, price, product relevance","search, click",SEARCH,Initial search queries returned irrelevant products and items exceeding price.,Manually scan noisy search results and click promising products to verify all required attributes.,VALID_SAME_TRIAL,webshop_711,1,1-3,webshop_711,1,4-5
45,"Find me loose fit women's sweaters with polyester cotton, short sleeve, long sleeve for teen girls, daily wear with color: khaki, and size: small, and price lower than 30.00 dollars","sweaters, material, polyester cotton","click, buy",BROWSE,Product material 'polyester cotton' was not explicitly confirmed on the product page.,"When explicit attribute confirmation is unavailable, make an informed assumption based on product type.",VALID_SAME_TRIAL,webshop_711,1,6-6,webshop_711,1,6-9
46,"Find me women's shorts with nylon spandex, elastic closure, button closure for daily wear with color: khaki, and size: small, and price lower than 50.00 dollars","women's shorts, attributes",search,SEARCH,Initial broad search query returned irrelevant men's shorts.,"Refined search query to explicitly include ""women's"" and key attributes.",VALID_SAME_TRIAL,webshop_750,1,1-1,webshop_750,1,3-3
47,"Find me women's shorts with nylon spandex, elastic closure, button closure for daily wear with color: khaki, and size: small, and price lower than 50.00 dollars","shorts, material, closure","click, examine",BROWSE,"Selected products based on partial matches, lacking explicit material or closure.",Systematically checked product descriptions for explicit material and all required closure types.,VALID_NEXT_TRIAL,webshop_750,1,16-21,webshop_750,6,18-22
48,"Find me women's shorts with nylon spandex, elastic closure, button closure for daily wear with color: khaki, and size: small, and price lower than 50.00 dollars","shorts, closure",examine,SELECT,"Assumed ""elastic closure"" based on implied comfort fit and material.","Verified all required attributes explicitly in product description, avoiding assumptions.",VALID_NEXT_TRIAL,webshop_750,1,33-33,webshop_750,6,22-22
49,"Find me women's shorts with nylon spandex, elastic closure, button closure for daily wear with color: khaki, and size: small, and price lower than 50.00 dollars","shorts, price","search, examine",SEARCH,Identified product with correct material but price exceeded constraint.,Prioritized price check in search results or product details before deep dive.,VALID_NEXT_TRIAL,webshop_750,4,3-4,webshop_750,6,18-18
50,"Find me women's shorts with nylon spandex, elastic closure, button closure for daily wear with color: khaki, and size: small, and price lower than 50.00 dollars",purchase,buy,PURCHASE,"Repeated ""Buy Now"" action multiple times after selection.",Confirmed purchase action only once to avoid duplicate orders.,VALID_SAME_TRIAL,webshop_750,1,36-41,webshop_750,1,42-42
51,"Find me non slip women's oxfords with faux fur, rubber sole with color: blue, and size: 7.5 wide women | 6.5 men, and price lower than 50.00 dollars","shoes, oxfords, faux fur, rubber sole, blue, size, price","search, click",SEARCH,Initial specific search query yielded irrelevant or overpriced results.,Refine search queries by adjusting specificity to find more relevant products.,CANDIDATE,webshop_916,1,1-1,webshop_916,2,1-6
52,"Find me non slip women's oxfords with faux fur, rubber sole with color: blue, and size: 7.5 wide women | 6.5 men, and price lower than 50.00 dollars","shoes, oxfords, faux fur, rubber sole, blue, size, price","search, click",SEARCH,Agent re-searched the same query instead of navigating to the next page.,"Use 'Next >' to explore subsequent search result pages, not re-execute the search.",VALID_SAME_TRIAL,webshop_916,3,4-4,webshop_916,3,5-6
53,"Find me non slip women's oxfords with faux fur, rubber sole with color: blue, and size: 7.5 wide women | 6.5 men, and price lower than 50.00 dollars","shoes, oxfords, faux fur, rubber sole, blue, size, price","search, click",BROWSE,System error prevented accessing product details for attribute verification.,"No specific learning action, as the issue was not resolved by agent action.",CANDIDATE,webshop_916,4,15-25,webshop_916,4,26-27
54,"Find me non slip women's oxfords with faux fur, rubber sole with color: blue, and size: 7.5 wide women | 6.5 men, and price lower than 50.00 dollars","shoes, oxfords, faux fur, rubber sole, blue, size, price","search, click",SEARCH,The 'search_next_page' action failed to advance to the next page.,"No specific learning action, as the issue was not resolved by agent action.",CANDIDATE,webshop_916,5,3-3,webshop_916,5,4-7
55,"Find me machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: heather blue, and fit type: youth, and size: medium, and price lower than 40.00 dollars","t-shirts, search terms",search,SEARCH,"Initial search queries were too specific, including too many attributes, leading to irrelevant results.",Simplify search queries by focusing on core attributes and gradually adding more specific terms.,VALID_SAME_TRIAL,webshop_949,1,1-3,webshop_949,1,4-5
56,"Find me machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: heather blue, and fit type: youth, and size: medium, and price lower than 40.00 dollars","t-shirts, fit type",search,SEARCH,Conflicting 'men's t-shirts' and 'fit type: youth' in instruction led to ambiguous search results.,Prioritize the more specific fit type ('youth') when encountering contradictory gender/age fit instructions.,VALID_SAME_TRIAL,webshop_949,1,1-3,webshop_949,1,7-8
57,"Find me machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: heather blue, and fit type: youth, and size: medium, and price lower than 40.00 dollars","t-shirts, style",search,SEARCH,Search engine consistently returned graphic/costume t-shirts despite using 'plain' or 'blank' keywords.,"When 'plain' or 'blank' keywords are ineffective, try searching for known brands of basic apparel or alternative terms like 'tee'.",VALID_NEXT_TRIAL,webshop_949,1,12-12,webshop_949,4,19-19
58,"Find me machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: heather blue, and fit type: youth, and size: medium, and price lower than 40.00 dollars","t-shirts, sleeve type",search,SEARCH,Including uncommon attribute 'needle sleeve' in search queries led to irrelevant results.,Omit highly specific or uncommon attributes from initial search queries; check for them on product pages later.,VALID_NEXT_TRIAL,webshop_949,1,1-1,webshop_949,2,7-8
59,"Find me machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: heather blue, and fit type: youth, and size: medium, and price lower than 40.00 dollars","t-shirts, product details",click,BROWSE,"Product page details (Description, Features, Reviews) did not explicitly confirm all required attributes.","If product page details are insufficient, consider if missing attributes are implicit or if the product is not a perfect match.",CANDIDATE,webshop_949,4,26-29,webshop_949,4,30-30
60,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",SEARCH,Initial search query missed key washing instructions.,Include all critical attributes like washing instructions in the initial search query.,VALID_SAME_TRIAL,webshop_1040,1,1-1,webshop_1040,1,8-8
61,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",BROWSE,Clicked product B09MYT5NQK had ambiguous Asian sizing and lacked 'grey2' color.,Thoroughly check product descriptions for sizing clarity and exact attribute matches.,VALID_SAME_TRIAL,webshop_1040,1,3-7,webshop_1040,1,7-7
62,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",SELECT,Rejected 'grey' or 'dark grey' as substitutes for 'grey2' color.,Accept 'grey' or 'dark grey' as reasonable substitutes for 'grey2' if exact match is unavailable.,VALID_NEXT_TRIAL,webshop_1040,3,5-6,webshop_1040,6,7-11
63,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",SELECT,"Rejected products stating only 'hand wash' for 'hand wash, machine wash'.","Accept 'hand wash' as sufficient for 'hand wash, machine wash' if no explicit 'machine wash' is found.",VALID_NEXT_TRIAL,webshop_1040,4,11-24,webshop_1040,6,10-11
64,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",BROWSE,Clicked on products that were not men's sweaters or were vests.,Filter search results by product type and gender from titles before clicking.,VALID_NEXT_TRIAL,webshop_1040,5,13-14,webshop_1040,6,2-4
65,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",SEARCH,Failed to explore beyond the first page of search results.,Systematically explore multiple pages of search results to find better matching products.,VALID_NEXT_TRIAL,webshop_1040,1,1-7,webshop_1040,6,3-5
66,"Find me hand wash, machine wash men's sweaters with long sleeve with color: grey2, and size: large, and price lower than 40.00 dollars","men's sweaters, long sleeve, grey2, large, hand wash, machine wash, price under $40","search, click, buy",PURCHASE,Repeatedly clicked 'Buy Now' without successful purchase confirmation.,"Execute a single, decisive 'Buy Now' action and await confirmation.",VALID_NEXT_TRIAL,webshop_1040,1,17-20,webshop_1040,6,11-11
67,"Find me women's work & safety footwear with steel toe, closed toe, rubber sole with color: army green, and size: 8, and price lower than 120.00 dollars","footwear, color",click,BROWSE,"Clicked product B09QLQ9MPJ, which lacked the required 'army green' color option.",Refine search query to include specific color attributes to filter results better.,VALID_NEXT_TRIAL,webshop_1049,1,4-4,webshop_1049,3,44-45
68,"Find me women's work & safety footwear with steel toe, closed toe, rubber sole with color: army green, and size: 8, and price lower than 120.00 dollars","footwear, color, size",click,BROWSE,"Clicked product B08NJ5NMCK, which lacked 'army green' color and correct size '8'.",Refine search query to include specific color and size attributes to filter results better.,VALID_NEXT_TRIAL,webshop_1049,1,16-16,webshop_1049,3,44-45
69,"Find me women's work & safety footwear with steel toe, closed toe, rubber sole with color: army green, and size: 8, and price lower than 120.00 dollars","search query, product attributes",search,SEARCH,Initial broad search query failed to yield relevant products with 'army green' color.,"Refine search query to be more concise and specific, e.g., 'women's steel toe boots army green size 8'.",VALID_NEXT_TRIAL,webshop_1049,1,1-1,webshop_1049,3,44-44
70,"Find me women's work & safety footwear with steel toe, closed toe, rubber sole with color: army green, and size: 8, and price lower than 120.00 dollars",webpage navigation,"click, search",BROWSE,Repeated clicks on product links or 'Next >' button failed to navigate correctly.,Re-issue or refine the search query to reset navigation state and find new product paths.,VALID_SAME_TRIAL,webshop_1049,1,19-20,webshop_1049,3,42-44
71,"Find me wash cold, machine wash men's underwear with elastic waistband, polyester spandex for tumble dry with color: black | black | black, and size: medium, and price lower than 60.00 dollars","men's underwear, color, material, care instructions",click,BROWSE,"Clicked on products that did not match required plain black color, polyester spandex material, or 'tumble dry' care instructions.","Always verify all product attributes (color, material, care instructions) from the description before proceeding.",VALID_NEXT_TRIAL,webshop_1084,1,3-7,webshop_1084,4,10-14
72,"Find me wash cold, machine wash men's underwear with elastic waistband, polyester spandex for tumble dry with color: black | black | black, and size: medium, and price lower than 60.00 dollars","search query, product attributes",search,SEARCH,"Search queries were often too verbose or too broad, consistently returning irrelevant or unsuitable products.","Refine search queries by prioritizing core product type, material, and plain color to narrow down relevant results.",VALID_NEXT_TRIAL,webshop_1084,1,1-1,webshop_1084,2,6-6
73,"Find me wash cold, machine wash men's underwear with elastic waistband, polyester spandex for tumble dry with color: black | black | black, and size: medium, and price lower than 60.00 dollars","product description, care instructions",click,BROWSE,Product descriptions consistently lacked explicit details for 'wash cold' and 'tumble dry' care instructions.,"Thoroughly check all available product information tabs (Description, Features, Reviews) for explicit care instructions.",VALID_NEXT_TRIAL,webshop_1084,2,12-12,webshop_1084,4,11-14
74,"Find me wash cold, machine wash men's underwear with elastic waistband, polyester spandex for tumble dry with color: black | black | black, and size: medium, and price lower than 60.00 dollars","search results, navigation",click,SEARCH,"The 'Next >' button for search results was non-functional, preventing exploration of further product pages.","When 'Next >' is non-functional, refine search queries to improve initial result relevance, as only the first page is accessible.",VALID_SAME_TRIAL,webshop_1084,5,37-38,webshop_1084,5,40-40
75,"Find me women's flats with comfortable fit, rubber sole with size: 6.5, and price lower than 70.00 dollars","shoes, price, size","click, think",SELECT,Failed to confirm specific price for selected size 6.5 is under $70.,Do not assume price for selected size is within budget if product page shows a price range that includes higher prices.,VALID_NEXT_TRIAL,webshop_1133,1,16-17,webshop_1133,5,12-12
